BatchID,cell_line,drug_name,Drug_concentration (microM),viability1,viability2,viability3,viability4,viability5,viability6,mu/muMax,X/X0
2,CAOV3,Doxorubicin,0.00014,0.795,1.098,0.927,NULL,NULL,NULL,0.902,0.873
2,CAOV3,Doxorubicin,0.0004,0.834,0.813,0.890,NULL,NULL,NULL,0.763,0.720
2,CAOV3,Doxorubicin,0.0012,1.000,0.985,0.734,NULL,NULL,NULL,0.981,0.974
2,CAOV3,Doxorubicin,0.0037,0.803,0.931,0.715,NULL,NULL,NULL,0.714,0.673
2,CAOV3,Doxorubicin,0.011,0.877,0.792,0.534,NULL,NULL,NULL,0.696,0.656
2,CAOV3,Doxorubicin,0.034,0.364,0.271,0.335,NULL,NULL,NULL,-0.423,0.139
2,CAOV3,Doxorubicin,0.1,0.378,0.099,0.075,NULL,NULL,NULL,-2.009,0.015
2,CAOV3,Doxorubicin,0.3,0.078,0.108,0.041,NULL,NULL,NULL,-2.330,0.010
2,HCT116,Doxorubicin,0.00014,0.965,1.011,0.989,0.987,0.944,0.923,0.988,0.984
2,HCT116,Doxorubicin,0.0004,0.945,0.966,0.973,1.125,0.964,0.986,0.985,0.979
2,HCT116,Doxorubicin,0.0012,1.004,1.010,1.045,1.026,0.990,1.042,1.009,1.012
2,HCT116,Doxorubicin,0.0037,0.912,0.940,0.963,0.939,0.997,1.090,0.975,0.966
2,HCT116,Doxorubicin,0.011,1.125,0.952,0.999,0.974,0.880,0.825,0.982,0.975
2,HCT116,Doxorubicin,0.034,0.657,0.573,0.645,0.502,0.447,0.457,0.694,0.654
2,HCT116,Doxorubicin,0.1,0.295,0.362,0.352,0.272,0.087,0.052,0.377,0.422
2,HCT116,Doxorubicin,0.3,0.025,0.037,0.033,0.017,0.058,0.043,-0.653,0.101
2,LNCAP,Doxorubicin,0.00014,1.115,0.986,1.020,NULL,NULL,NULL,1.012,1.017
2,LNCAP,Doxorubicin,0.0004,0.808,0.908,0.923,NULL,NULL,NULL,0.941,0.921
2,LNCAP,Doxorubicin,0.0012,1.054,1.049,0.863,NULL,NULL,NULL,1.029,1.042
2,LNCAP,Doxorubicin,0.0037,0.674,0.782,0.902,NULL,NULL,NULL,0.850,0.812
2,LNCAP,Doxorubicin,0.011,0.684,0.327,0.573,NULL,NULL,NULL,0.658,0.623
2,LNCAP,Doxorubicin,0.034,0.396,0.374,0.370,NULL,NULL,NULL,0.397,0.433
2,LNCAP,Doxorubicin,0.1,0.318,0.147,0.034,NULL,NULL,NULL,-0.175,0.196
2,LNCAP,Doxorubicin,0.3,0.021,0.028,0.030,NULL,NULL,NULL,-1.195,0.048
2,MSTO,Doxorubicin,0.00014,0.884,0.944,1.081,NULL,NULL,NULL,0.976,0.967
2,MSTO,Doxorubicin,0.0004,0.872,1.090,1.002,NULL,NULL,NULL,1.001,1.001
2,MSTO,Doxorubicin,0.0012,0.902,1.018,0.900,NULL,NULL,NULL,0.957,0.941
2,MSTO,Doxorubicin,0.0037,0.837,0.913,0.916,NULL,NULL,NULL,0.962,0.948
2,MSTO,Doxorubicin,0.011,0.912,0.669,0.522,NULL,NULL,NULL,0.831,0.791
2,MSTO,Doxorubicin,0.034,0.513,0.328,0.356,NULL,NULL,NULL,0.566,0.548
2,MSTO,Doxorubicin,0.1,0.396,0.217,0.021,NULL,NULL,NULL,0.358,0.411
2,MSTO,Doxorubicin,0.3,0.014,0.009,0.042,NULL,NULL,NULL,-0.796,0.083
2,NCIH23,Doxorubicin,0.00014,1.025,1.048,0.990,NULL,NULL,NULL,1.012,1.016
2,NCIH23,Doxorubicin,0.0004,0.953,1.026,0.921,NULL,NULL,NULL,0.977,0.969
2,NCIH23,Doxorubicin,0.0012,1.008,0.968,0.964,NULL,NULL,NULL,0.985,0.979
2,NCIH23,Doxorubicin,0.0037,0.994,1.036,0.872,NULL,NULL,NULL,0.997,0.996
2,NCIH23,Doxorubicin,0.011,0.728,0.594,0.373,NULL,NULL,NULL,0.756,0.713
2,NCIH23,Doxorubicin,0.034,0.234,0.232,0.176,NULL,NULL,NULL,0.315,0.387
2,NCIH23,Doxorubicin,0.1,0.153,0.096,0.053,NULL,NULL,NULL,-0.098,0.218
2,NCIH23,Doxorubicin,0.3,0.033,0.024,0.029,NULL,NULL,NULL,-0.652,0.101
2,RPMI7951,Doxorubicin,0.00014,0.958,1.033,1.166,NULL,NULL,NULL,1.031,1.045
2,RPMI7951,Doxorubicin,0.0004,0.963,0.996,1.030,NULL,NULL,NULL,0.996,0.995
2,RPMI7951,Doxorubicin,0.0012,1.017,0.936,0.963,NULL,NULL,NULL,0.964,0.951
2,RPMI7951,Doxorubicin,0.0037,0.981,1.022,1.015,NULL,NULL,NULL,1.015,1.021
2,RPMI7951,Doxorubicin,0.011,1.096,0.966,0.774,NULL,NULL,NULL,0.966,0.954
2,RPMI7951,Doxorubicin,0.034,0.304,0.383,0.498,NULL,NULL,NULL,0.064,0.273
2,RPMI7951,Doxorubicin,0.1,0.321,0.243,0.125,NULL,NULL,NULL,-0.377,0.148
2,RPMI7951,Doxorubicin,0.3,0.103,0.064,0.132,NULL,NULL,NULL,-1.211,0.047
2,T47D,Doxorubicin,0.00014,1.108,0.659,0.980,NULL,NULL,NULL,0.974,0.965
2,T47D,Doxorubicin,0.0004,0.937,1.126,1.110,NULL,NULL,NULL,1.132,1.201
2,T47D,Doxorubicin,0.0012,1.033,0.973,1.057,NULL,NULL,NULL,1.041,1.059
2,T47D,Doxorubicin,0.0037,0.964,0.956,0.869,NULL,NULL,NULL,0.943,0.924
2,T47D,Doxorubicin,0.011,1.074,0.945,0.604,NULL,NULL,NULL,0.929,0.906
2,T47D,Doxorubicin,0.034,0.839,0.816,0.611,NULL,NULL,NULL,0.743,0.700
2,T47D,Doxorubicin,0.1,0.661,0.751,0.469,NULL,NULL,NULL,0.477,0.484
2,T47D,Doxorubicin,0.3,0.451,0.325,0.424,NULL,NULL,NULL,-0.084,0.223
2,A2780,Erlotinib,0.0022,1.117,1.136,0.966,NULL,NULL,NULL,1.043,1.061
2,A2780,Erlotinib,0.0065,1.090,1.053,1.131,NULL,NULL,NULL,1.034,1.048
2,A2780,Erlotinib,0.02,1.142,1.081,1.051,NULL,NULL,NULL,1.030,1.043
2,A2780,Erlotinib,0.06,1.136,1.096,1.104,NULL,NULL,NULL,1.038,1.055
2,A2780,Erlotinib,0.19,0.980,0.968,1.022,NULL,NULL,NULL,0.992,0.989
2,A2780,Erlotinib,0.55,1.036,1.101,0.967,NULL,NULL,NULL,1.014,1.019
2,A2780,Erlotinib,1.7,1.015,0.805,0.934,NULL,NULL,NULL,0.974,0.964
2,A2780,Erlotinib,5,0.400,0.394,0.380,NULL,NULL,NULL,0.639,0.606
2,A375,Erlotinib,0.0022,0.817,0.973,1.077,NULL,NULL,NULL,0.987,0.982
2,A375,Erlotinib,0.0065,0.888,1.087,1.026,NULL,NULL,NULL,1.012,1.017
2,A375,Erlotinib,0.02,0.829,0.937,1.151,NULL,NULL,NULL,0.969,0.958
2,A375,Erlotinib,0.06,0.873,1.039,1.098,NULL,NULL,NULL,1.018,1.025
2,A375,Erlotinib,0.19,0.982,1.137,0.761,NULL,NULL,NULL,0.992,0.988
2,A375,Erlotinib,0.55,1.000,1.143,0.731,NULL,NULL,NULL,1.000,1.000
2,A375,Erlotinib,1.7,0.912,0.969,0.804,NULL,NULL,NULL,0.956,0.940
2,A375,Erlotinib,5,0.769,0.641,0.589,NULL,NULL,NULL,0.788,0.745
2,CAOV3,Erlotinib,0.0022,0.896,0.954,1.058,NULL,NULL,NULL,0.939,0.919
2,CAOV3,Erlotinib,0.0065,0.900,0.909,0.938,NULL,NULL,NULL,0.876,0.842
2,CAOV3,Erlotinib,0.02,0.953,0.962,0.903,NULL,NULL,NULL,0.937,0.917
2,CAOV3,Erlotinib,0.06,0.862,0.806,1.024,NULL,NULL,NULL,0.807,0.765
2,CAOV3,Erlotinib,0.19,0.926,0.660,0.659,NULL,NULL,NULL,0.458,0.472
2,CAOV3,Erlotinib,0.55,0.676,0.752,0.845,NULL,NULL,NULL,0.628,0.597
2,CAOV3,Erlotinib,1.7,0.670,0.492,0.542,NULL,NULL,NULL,0.202,0.331
2,CAOV3,Erlotinib,5,0.387,0.408,0.457,NULL,NULL,NULL,-0.169,0.198
2,HCT116,Erlotinib,0.0022,0.889,0.920,0.966,0.925,1.018,0.990,0.972,0.962
2,HCT116,Erlotinib,0.0065,1.018,0.918,1.049,1.041,1.086,0.997,1.014,1.020
2,HCT116,Erlotinib,0.02,0.936,0.921,0.945,1.012,1.016,1.009,0.989,0.984
2,HCT116,Erlotinib,0.06,0.991,0.958,0.988,0.985,1.016,0.960,0.993,0.991
2,HCT116,Erlotinib,0.19,1.033,0.950,1.116,0.940,0.896,0.924,0.972,0.962
2,HCT116,Erlotinib,0.55,1.063,0.996,1.000,1.063,0.848,0.874,0.999,0.999
2,HCT116,Erlotinib,1.7,0.984,0.985,0.935,0.997,0.891,0.976,0.990,0.986
2,HCT116,Erlotinib,5,0.706,0.593,0.696,0.601,0.738,0.663,0.810,0.768
2,LNCAP,Erlotinib,0.0022,0.878,1.040,0.933,NULL,NULL,NULL,0.958,0.943
2,LNCAP,Erlotinib,0.0065,0.935,0.881,0.991,NULL,NULL,NULL,0.959,0.945
2,LNCAP,Erlotinib,0.02,1.000,0.929,0.963,NULL,NULL,NULL,0.977,0.969
2,LNCAP,Erlotinib,0.06,0.987,1.008,1.120,NULL,NULL,NULL,1.005,1.007
2,LNCAP,Erlotinib,0.19,1.227,0.764,0.864,NULL,NULL,NULL,0.911,0.884
2,LNCAP,Erlotinib,0.55,0.864,0.862,0.917,NULL,NULL,NULL,0.910,0.883
2,LNCAP,Erlotinib,1.7,0.670,0.461,0.690,NULL,NULL,NULL,0.754,0.711
2,LNCAP,Erlotinib,5,0.306,0.291,0.285,NULL,NULL,NULL,0.244,0.350
2,MSTO,Erlotinib,0.0022,0.922,0.875,1.186,NULL,NULL,NULL,0.966,0.954
2,MSTO,Erlotinib,0.0065,0.906,0.878,1.046,NULL,NULL,NULL,0.958,0.944
2,MSTO,Erlotinib,0.02,0.872,0.950,1.088,NULL,NULL,NULL,0.978,0.971
2,MSTO,Erlotinib,0.06,0.841,1.059,1.005,NULL,NULL,NULL,1.002,1.003
2,MSTO,Erlotinib,0.19,1.017,1.392,1.071,NULL,NULL,NULL,1.029,1.041
2,MSTO,Erlotinib,0.55,0.986,0.940,0.774,NULL,NULL,NULL,0.974,0.965
2,MSTO,Erlotinib,1.7,1.012,0.835,0.734,NULL,NULL,NULL,0.924,0.900
2,MSTO,Erlotinib,5,0.517,0.555,0.444,NULL,NULL,NULL,0.723,0.681
2,NCIH23,Erlotinib,0.0022,1.098,0.835,1.014,NULL,NULL,NULL,1.006,1.009
2,NCIH23,Erlotinib,0.0065,1.117,1.079,1.104,NULL,NULL,NULL,1.046,1.066
2,NCIH23,Erlotinib,0.02,0.979,0.891,0.960,NULL,NULL,NULL,0.981,0.974
2,NCIH23,Erlotinib,0.06,1.069,1.038,1.083,NULL,NULL,NULL,1.031,1.044
2,NCIH23,Erlotinib,0.19,1.063,0.790,1.061,NULL,NULL,NULL,1.028,1.039
2,NCIH23,Erlotinib,0.55,0.899,0.785,0.817,NULL,NULL,NULL,0.905,0.877
2,NCIH23,Erlotinib,1.7,0.728,0.702,0.752,NULL,NULL,NULL,0.851,0.814
2,NCIH23,Erlotinib,5,0.503,0.447,0.540,NULL,NULL,NULL,0.678,0.640
2,RPMI7951,Erlotinib,0.0022,1.012,0.965,0.934,NULL,NULL,NULL,0.965,0.953
2,RPMI7951,Erlotinib,0.0065,0.879,1.013,1.015,NULL,NULL,NULL,1.012,1.017
2,RPMI7951,Erlotinib,0.02,1.030,0.995,1.048,NULL,NULL,NULL,1.028,1.040
2,RPMI7951,Erlotinib,0.06,0.931,1.078,1.038,NULL,NULL,NULL,1.037,1.052
2,RPMI7951,Erlotinib,0.19,1.012,0.959,0.883,NULL,NULL,NULL,0.959,0.945
2,RPMI7951,Erlotinib,0.55,0.997,1.054,1.028,NULL,NULL,NULL,1.027,1.038
2,RPMI7951,Erlotinib,1.7,0.990,0.863,1.004,NULL,NULL,NULL,0.990,0.986
2,RPMI7951,Erlotinib,5,0.621,0.540,0.672,NULL,NULL,NULL,0.535,0.525
2,T47D,Erlotinib,0.0022,1.062,1.011,0.862,NULL,NULL,NULL,1.014,1.019
2,T47D,Erlotinib,0.0065,1.096,0.927,1.002,NULL,NULL,NULL,1.003,1.004
2,T47D,Erlotinib,0.02,1.018,0.971,0.956,NULL,NULL,NULL,0.963,0.950
2,T47D,Erlotinib,0.06,1.021,0.844,1.072,NULL,NULL,NULL,1.026,1.037
2,T47D,Erlotinib,0.19,0.768,0.833,0.881,NULL,NULL,NULL,0.768,0.725
2,T47D,Erlotinib,0.55,0.993,1.097,0.962,NULL,NULL,NULL,0.991,0.987
2,T47D,Erlotinib,1.7,0.926,0.945,0.955,NULL,NULL,NULL,0.929,0.906
2,T47D,Erlotinib,5,0.584,0.582,0.764,NULL,NULL,NULL,0.320,0.390
2,A2780,Etoposide,0.0019,1.050,1.049,1.026,NULL,NULL,NULL,1.018,1.026
2,A2780,Etoposide,0.0055,1.032,1.031,1.067,NULL,NULL,NULL,1.012,1.017
2,A2780,Etoposide,0.017,1.046,1.091,0.981,NULL,NULL,NULL,1.018,1.025
2,A2780,Etoposide,0.05,0.876,1.129,1.011,NULL,NULL,NULL,1.004,1.006
2,A2780,Etoposide,0.15,0.518,0.575,0.474,NULL,NULL,NULL,0.745,0.702
2,A2780,Etoposide,0.45,0.319,0.227,0.216,NULL,NULL,NULL,0.425,0.451
2,A2780,Etoposide,1.4,0.192,0.149,0.159,NULL,NULL,NULL,0.285,0.371
2,A2780,Etoposide,4,0.130,0.128,0.113,NULL,NULL,NULL,0.203,0.331
2,A375,Etoposide,0.0019,1.004,1.111,0.910,NULL,NULL,NULL,1.002,1.003
2,A375,Etoposide,0.0055,0.791,1.029,0.949,NULL,NULL,NULL,0.975,0.966
2,A375,Etoposide,0.017,1.035,1.078,0.926,NULL,NULL,NULL,1.017,1.023
2,A375,Etoposide,0.05,0.768,0.953,0.837,NULL,NULL,NULL,0.915,0.888
2,A375,Etoposide,0.15,0.909,0.934,0.821,NULL,NULL,NULL,0.954,0.938
2,A375,Etoposide,0.45,0.685,0.632,0.533,NULL,NULL,NULL,0.781,0.738
2,A375,Etoposide,1.4,0.442,0.377,0.402,NULL,NULL,NULL,0.565,0.547
2,A375,Etoposide,4,0.261,0.270,0.201,NULL,NULL,NULL,0.359,0.411
2,CAOV3,Etoposide,0.0019,1.003,1.092,0.718,NULL,NULL,NULL,1.005,1.006
2,CAOV3,Etoposide,0.0055,0.709,0.878,0.872,NULL,NULL,NULL,0.821,0.780
2,CAOV3,Etoposide,0.017,1.012,1.027,1.005,NULL,NULL,NULL,1.016,1.022
2,CAOV3,Etoposide,0.05,0.883,0.959,1.064,NULL,NULL,NULL,0.945,0.927
2,CAOV3,Etoposide,0.15,0.914,1.003,0.841,NULL,NULL,NULL,0.883,0.850
2,CAOV3,Etoposide,0.45,0.667,0.895,0.826,NULL,NULL,NULL,0.751,0.708
2,CAOV3,Etoposide,1.4,0.631,0.573,0.677,NULL,NULL,NULL,0.401,0.436
2,CAOV3,Etoposide,4,0.172,0.201,0.085,NULL,NULL,NULL,-1.291,0.042
2,HCT116,Etoposide,0.0019,0.984,0.982,0.984,1.032,0.987,0.939,0.992,0.989
2,HCT116,Etoposide,0.0055,0.881,0.894,1.015,1.030,0.930,1.095,0.986,0.981
2,HCT116,Etoposide,0.017,0.922,0.995,1.073,1.099,1.031,0.934,1.006,1.009
2,HCT116,Etoposide,0.05,0.852,0.893,1.054,0.984,0.939,0.944,0.970,0.960
2,HCT116,Etoposide,0.15,1.026,0.968,0.980,1.045,0.966,0.928,0.987,0.982
2,HCT116,Etoposide,0.45,0.967,0.955,0.906,1.021,0.859,0.893,0.964,0.952
2,HCT116,Etoposide,1.4,0.731,0.625,0.591,0.531,0.572,0.640,0.754,0.712
2,HCT116,Etoposide,4,0.249,0.282,0.351,0.290,0.288,0.272,0.380,0.424
2,LNCAP,Etoposide,0.0019,0.853,1.107,0.873,NULL,NULL,NULL,0.917,0.891
2,LNCAP,Etoposide,0.0055,0.625,0.861,1.091,NULL,NULL,NULL,0.908,0.881
2,LNCAP,Etoposide,0.017,1.003,0.929,0.899,NULL,NULL,NULL,0.955,0.939
2,LNCAP,Etoposide,0.05,0.838,0.905,0.784,NULL,NULL,NULL,0.891,0.860
2,LNCAP,Etoposide,0.15,0.925,0.779,0.521,NULL,NULL,NULL,0.847,0.809
2,LNCAP,Etoposide,0.45,0.754,0.619,0.490,NULL,NULL,NULL,0.706,0.665
2,LNCAP,Etoposide,1.4,0.501,0.369,0.453,NULL,NULL,NULL,0.515,0.510
2,LNCAP,Etoposide,4,0.432,0.320,0.321,NULL,NULL,NULL,0.303,0.380
2,MSTO,Etoposide,0.0019,0.951,1.097,0.842,NULL,NULL,NULL,0.979,0.971
2,MSTO,Etoposide,0.0055,0.752,0.960,0.916,NULL,NULL,NULL,0.963,0.950
2,MSTO,Etoposide,0.017,1.144,1.143,0.927,NULL,NULL,NULL,1.056,1.081
2,MSTO,Etoposide,0.05,0.807,1.036,0.902,NULL,NULL,NULL,0.957,0.942
2,MSTO,Etoposide,0.15,0.952,1.056,0.742,NULL,NULL,NULL,0.979,0.972
2,MSTO,Etoposide,0.45,0.559,0.627,0.269,NULL,NULL,NULL,0.756,0.713
2,MSTO,Etoposide,1.4,0.384,0.244,0.302,NULL,NULL,NULL,0.496,0.498
2,MSTO,Etoposide,4,0.082,0.102,0.044,NULL,NULL,NULL,-0.050,0.233
2,NCIH23,Etoposide,0.0019,1.092,1.084,0.874,NULL,NULL,NULL,1.038,1.054
2,NCIH23,Etoposide,0.0055,0.971,1.066,0.876,NULL,NULL,NULL,0.986,0.981
2,NCIH23,Etoposide,0.017,1.078,1.060,0.827,NULL,NULL,NULL,1.027,1.039
2,NCIH23,Etoposide,0.05,1.041,0.926,1.001,NULL,NULL,NULL,1.000,1.000
2,NCIH23,Etoposide,0.15,0.766,0.663,0.582,NULL,NULL,NULL,0.807,0.765
2,NCIH23,Etoposide,0.45,0.262,0.241,0.210,NULL,NULL,NULL,0.333,0.396
2,NCIH23,Etoposide,1.4,0.187,0.148,0.126,NULL,NULL,NULL,0.104,0.289
2,NCIH23,Etoposide,4,0.124,0.119,0.107,NULL,NULL,NULL,0.001,0.250
2,RPMI7951,Etoposide,0.0019,0.924,0.916,1.021,NULL,NULL,NULL,0.923,0.899
2,RPMI7951,Etoposide,0.0055,0.963,0.998,0.934,NULL,NULL,NULL,0.963,0.950
2,RPMI7951,Etoposide,0.017,1.054,1.024,0.981,NULL,NULL,NULL,1.023,1.032
2,RPMI7951,Etoposide,0.05,0.869,1.058,0.860,NULL,NULL,NULL,0.863,0.827
2,RPMI7951,Etoposide,0.15,0.908,1.038,0.814,NULL,NULL,NULL,0.906,0.877
2,RPMI7951,Etoposide,0.45,0.849,0.777,0.624,NULL,NULL,NULL,0.753,0.711
2,RPMI7951,Etoposide,1.4,0.505,0.335,0.423,NULL,NULL,NULL,0.160,0.312
2,RPMI7951,Etoposide,4,0.221,0.201,0.216,NULL,NULL,NULL,-0.494,0.126
2,T47D,Etoposide,0.0019,1.004,0.935,1.105,NULL,NULL,NULL,1.005,1.007
2,T47D,Etoposide,0.0055,0.937,1.173,0.971,NULL,NULL,NULL,0.963,0.950
2,T47D,Etoposide,0.017,1.367,1.082,1.090,NULL,NULL,NULL,1.109,1.164
2,T47D,Etoposide,0.05,0.800,1.021,0.780,NULL,NULL,NULL,0.717,0.676
2,T47D,Etoposide,0.15,0.858,1.249,0.913,NULL,NULL,NULL,0.885,0.853
2,T47D,Etoposide,0.45,0.952,0.666,0.977,NULL,NULL,NULL,0.938,0.918
2,T47D,Etoposide,1.4,0.683,0.594,0.507,NULL,NULL,NULL,0.341,0.401
2,T47D,Etoposide,4,0.522,0.525,0.605,NULL,NULL,NULL,0.185,0.323
2,A2780,geldanamycin,0.0009,0.890,1.122,1.089,NULL,NULL,NULL,1.033,1.047
2,A2780,geldanamycin,0.0027,1.115,1.182,0.925,NULL,NULL,NULL,1.042,1.060
2,A2780,geldanamycin,0.008,0.979,1.094,1.091,NULL,NULL,NULL,1.034,1.048
2,A2780,geldanamycin,0.024,1.066,1.187,0.922,NULL,NULL,NULL,1.025,1.035
2,A2780,geldanamycin,0.07,1.092,0.984,0.400,NULL,NULL,NULL,0.994,0.991
2,A2780,geldanamycin,0.22,0.270,0.864,0.175,NULL,NULL,NULL,0.492,0.494
2,A2780,geldanamycin,0.65,0.127,0.064,0.043,NULL,NULL,NULL,-0.069,0.227
2,A2780,geldanamycin,2,0.043,0.035,0.029,NULL,NULL,NULL,-0.301,0.165
2,A375,geldanamycin,0.0009,0.831,1.066,1.098,NULL,NULL,NULL,1.030,1.043
2,A375,geldanamycin,0.0027,0.900,1.109,1.100,NULL,NULL,NULL,1.045,1.065
2,A375,geldanamycin,0.008,0.879,1.095,1.003,NULL,NULL,NULL,1.001,1.002
2,A375,geldanamycin,0.024,0.903,1.025,1.148,NULL,NULL,NULL,1.012,1.017
2,A375,geldanamycin,0.07,1.206,1.109,0.873,NULL,NULL,NULL,1.049,1.071
2,A375,geldanamycin,0.22,0.876,0.924,0.781,NULL,NULL,NULL,0.937,0.916
2,A375,geldanamycin,0.65,0.568,0.525,0.498,NULL,NULL,NULL,0.693,0.653
2,A375,geldanamycin,2,0.359,0.317,0.351,NULL,NULL,NULL,0.499,0.500
2,CAOV3,geldanamycin,0.0009,1.124,0.896,0.830,NULL,NULL,NULL,0.858,0.821
2,CAOV3,geldanamycin,0.0027,1.098,1.027,0.807,NULL,NULL,NULL,1.034,1.048
2,CAOV3,geldanamycin,0.008,1.070,0.996,0.895,NULL,NULL,NULL,0.994,0.992
2,CAOV3,geldanamycin,0.024,1.028,1.034,1.097,NULL,NULL,NULL,1.044,1.063
2,CAOV3,geldanamycin,0.07,0.910,0.901,0.902,NULL,NULL,NULL,0.865,0.830
2,CAOV3,geldanamycin,0.22,0.544,1.030,0.469,NULL,NULL,NULL,0.208,0.334
2,CAOV3,geldanamycin,0.65,0.238,0.264,0.200,NULL,NULL,NULL,-0.871,0.075
2,CAOV3,geldanamycin,2,0.153,0.150,0.152,NULL,NULL,NULL,-1.454,0.033
2,HCT116,geldanamycin,0.0009,0.971,0.944,0.906,1.024,0.931,1.043,0.978,0.970
2,HCT116,geldanamycin,0.0027,0.989,0.999,0.976,1.040,1.001,0.949,0.997,0.996
2,HCT116,geldanamycin,0.008,0.968,0.986,0.941,1.020,0.953,1.069,0.988,0.984
2,HCT116,geldanamycin,0.024,0.967,1.020,1.055,1.031,0.987,0.960,1.002,1.002
2,HCT116,geldanamycin,0.07,1.087,1.040,1.040,1.096,0.920,0.928,1.019,1.027
2,HCT116,geldanamycin,0.22,0.953,0.908,0.976,1.012,0.745,0.766,0.965,0.952
2,HCT116,geldanamycin,0.65,0.353,0.582,0.275,0.390,0.299,0.343,0.479,0.486
2,HCT116,geldanamycin,2,0.144,0.174,0.148,0.179,0.123,0.154,0.066,0.274
2,LNCAP,geldanamycin,0.0009,0.989,1.045,1.082,NULL,NULL,NULL,1.027,1.038
2,LNCAP,geldanamycin,0.0027,1.139,0.992,1.004,NULL,NULL,NULL,1.003,1.004
2,LNCAP,geldanamycin,0.008,0.967,0.859,0.940,NULL,NULL,NULL,0.962,0.948
2,LNCAP,geldanamycin,0.024,0.823,0.894,1.019,NULL,NULL,NULL,0.931,0.909
2,LNCAP,geldanamycin,0.07,0.824,0.584,0.601,NULL,NULL,NULL,0.688,0.649
2,LNCAP,geldanamycin,0.22,0.412,0.562,0.374,NULL,NULL,NULL,0.457,0.471
2,LNCAP,geldanamycin,0.65,0.265,0.270,0.262,NULL,NULL,NULL,0.186,0.324
2,LNCAP,geldanamycin,2,0.223,0.286,0.255,NULL,NULL,NULL,0.163,0.313
2,MSTO,geldanamycin,0.0009,0.874,1.080,1.072,NULL,NULL,NULL,1.029,1.041
2,MSTO,geldanamycin,0.0027,1.022,1.202,1.022,NULL,NULL,NULL,1.009,1.013
2,MSTO,geldanamycin,0.008,0.827,1.166,1.132,NULL,NULL,NULL,1.052,1.075
2,MSTO,geldanamycin,0.024,1.105,1.033,1.052,NULL,NULL,NULL,1.021,1.030
2,MSTO,geldanamycin,0.07,0.976,1.230,0.758,NULL,NULL,NULL,0.990,0.986
2,MSTO,geldanamycin,0.22,0.781,0.978,0.649,NULL,NULL,NULL,0.896,0.866
2,MSTO,geldanamycin,0.65,0.518,0.367,0.337,NULL,NULL,NULL,0.579,0.558
2,MSTO,geldanamycin,2,0.199,0.131,0.084,NULL,NULL,NULL,0.145,0.306
2,NCIH23,geldanamycin,0.0009,1.003,0.932,1.090,NULL,NULL,NULL,1.002,1.002
2,NCIH23,geldanamycin,0.0027,1.093,0.983,1.028,NULL,NULL,NULL,1.013,1.018
2,NCIH23,geldanamycin,0.008,1.031,1.000,1.022,NULL,NULL,NULL,1.010,1.014
2,NCIH23,geldanamycin,0.024,1.018,0.968,0.919,NULL,NULL,NULL,0.985,0.979
2,NCIH23,geldanamycin,0.07,0.865,0.339,0.363,NULL,NULL,NULL,0.525,0.518
2,NCIH23,geldanamycin,0.22,0.162,0.346,0.147,NULL,NULL,NULL,0.147,0.306
2,NCIH23,geldanamycin,0.65,0.091,0.081,0.079,NULL,NULL,NULL,-0.179,0.195
2,NCIH23,geldanamycin,2,0.086,0.085,0.079,NULL,NULL,NULL,-0.154,0.202
2,RPMI7951,geldanamycin,0.0009,1.029,0.950,1.023,NULL,NULL,NULL,1.022,1.031
2,RPMI7951,geldanamycin,0.0027,1.061,1.028,1.085,NULL,NULL,NULL,1.058,1.084
2,RPMI7951,geldanamycin,0.008,1.266,1.062,0.992,NULL,NULL,NULL,1.058,1.084
2,RPMI7951,geldanamycin,0.024,0.931,1.056,0.998,NULL,NULL,NULL,0.998,0.997
2,RPMI7951,geldanamycin,0.07,0.697,0.356,0.363,NULL,NULL,NULL,0.012,0.254
2,RPMI7951,geldanamycin,0.22,0.102,0.198,0.076,NULL,NULL,NULL,-1.229,0.045
2,RPMI7951,geldanamycin,0.65,0.035,0.021,0.021,NULL,NULL,NULL,-2.751,0.006
2,RPMI7951,geldanamycin,2,0.006,0.009,0.005,NULL,NULL,NULL,-3.915,0.001
2,T47D,geldanamycin,0.0009,1.035,0.905,1.026,NULL,NULL,NULL,1.033,1.046
2,T47D,geldanamycin,0.0027,1.197,1.168,0.964,NULL,NULL,NULL,1.196,1.312
2,T47D,geldanamycin,0.008,0.975,0.853,0.878,NULL,NULL,NULL,0.835,0.796
2,T47D,geldanamycin,0.024,1.027,1.265,1.036,NULL,NULL,NULL,1.045,1.064
2,T47D,geldanamycin,0.07,1.094,1.156,0.828,NULL,NULL,NULL,1.114,1.170
2,T47D,geldanamycin,0.22,0.908,1.183,1.055,NULL,NULL,NULL,1.068,1.098
2,T47D,geldanamycin,0.65,1.224,1.106,0.922,NULL,NULL,NULL,1.128,1.194
2,T47D,geldanamycin,2,0.959,0.960,0.636,NULL,NULL,NULL,0.948,0.930
2,A2780,Gemcitabine,4.50E-06,0.992,1.113,1.061,NULL,NULL,NULL,1.023,1.033
2,A2780,Gemcitabine,1.40E-05,1.122,1.126,0.975,NULL,NULL,NULL,1.045,1.064
2,A2780,Gemcitabine,4.00E-05,0.987,1.086,1.086,NULL,NULL,NULL,1.032,1.045
2,A2780,Gemcitabine,0.00012,1.123,1.118,0.936,NULL,NULL,NULL,1.043,1.062
